filename,width,height,class,xmin,ymin,xmax,ymax
Image117.png,3840,2160,licence,2259,1575,2321,1591
Image118.png,3840,2160,licence,3424,1872,3714,1942
Image118.png,3840,2160,licence,1938,1613,1971,1622
Image12.png,3840,2160,licence,1479,1629,1576,1658
Image12.png,3840,2160,licence,2104,1542,2137,1555
Image12.png,3840,2160,licence,1890,1568,1923,1577
Image12.png,3840,2160,licence,678,1688,738,1703
Image120.png,3840,2160,licence,2629,1616,2735,1645
Image121.png,3840,2160,licence,3574,1976,3840,2052
Image121.png,3840,2160,licence,2255,1594,2310,1611
Image122.png,3840,2160,licence,3046,1635,3190,1675
Image122.png,3840,2160,licence,2571,1615,2648,1636
Image122.png,3840,2160,licence,20,1736,120,1766
Image122.png,3840,2160,licence,679,1683,728,1698
Image123.png,3840,2160,licence,3552,1808,3748,1863
Image123.png,3840,2160,licence,2623,1618,2730,1648
Image123.png,3840,2160,licence,7,1753,97,1775
Image124.png,3840,2160,licence,1032,1653,1083,1671
Image125.png,3840,2160,licence,3335,1781,3466,1819
Image125.png,3840,2160,licence,3075,1591,3166,1621
Image125.png,3840,2160,licence,2891,1604,2942,1631
Image125.png,3840,2160,licence,2797,1608,2844,1629
Image127.png,3840,2160,licence,3193,1615,3409,1666
Image127.png,3840,2160,licence,2791,1583,2914,1620
Image127.png,3840,2160,licence,2400,1593,2452,1622
Image127.png,3840,2160,licence,2344,1584,2379,1604
Image129.png,3840,2160,licence,2439,1706,2527,1735
Image129.png,3840,2160,licence,2252,1626,2303,1645
Image129.png,3840,2160,licence,2192,1612,2224,1625
Image129.png,3840,2160,licence,1590,1611,1626,1624
Image13.png,3840,2160,licence,1798,1606,1843,1617
Image131.png,3840,2160,licence,2814,1645,3001,1702
Image131.png,3840,2160,licence,421,1804,561,1847
Image133.png,3840,2160,licence,2864,1613,2989,1641
Image133.png,3840,2160,licence,1695,1662,1772,1679
Image133.png,3840,2160,licence,1298,1670,1375,1692
Image134.png,3840,2160,licence,1,1905,164,1977
Image134.png,3840,2160,licence,1568,1654,1619,1669
Image135.png,3840,2160,licence,676,1667,749,1697
Image136.png,3840,2160,licence,2468,1635,2533,1659
Image139.png,3840,2160,licence,1244,1698,1357,1729
Image139.png,3840,2160,licence,1679,1648,1730,1664
Image139.png,3840,2160,licence,1051,1657,1101,1671
Image14.png,3840,2160,licence,1259,1656,1386,1690
Image140.png,3840,2160,licence,2866,1620,3013,1656
Image140.png,3840,2160,licence,1250,1625,1350,1654
Image140.png,3840,2160,licence,2236,1609,2281,1622
Image141.png,3840,2160,licence,524,1800,638,1854
Image141.png,3840,2160,licence,2845,1737,2930,1784
Image142.png,3840,2160,licence,1,1952,296,2037
Image142.png,3840,2160,licence,2658,1705,2770,1733
Image146.png,3840,2160,licence,760,1719,858,1749
Image147.png,3840,2160,licence,332,1708,503,1760
Image147.png,3840,2160,licence,822,1657,934,1689
Image147.png,3840,2160,licence,1031,1711,1106,1736
Image147.png,3840,2160,licence,1269,1631,1316,1649
Image147.png,3840,2160,licence,1402,1667,1446,1688
Image147.png,3840,2160,licence,1807,1598,1841,1609
Image147.png,3840,2160,licence,2650,1693,2752,1718
Image148.png,3840,2160,licence,606,1986,917,2130
Image148.png,3840,2160,licence,1087,1839,1243,1913
Image148.png,3840,2160,licence,1385,1774,1479,1820
Image148.png,3840,2160,licence,1615,1723,1683,1762
Image148.png,3840,2160,licence,1696,1638,1725,1663
Image149.png,3840,2160,licence,3490,1840,3638,1913
Image149.png,3840,2160,licence,2532,1610,2621,1635
Image149.png,3840,2160,licence,1237,1615,1296,1639
Image15.png,3840,2160,licence,376,1744,466,1771
Image151.png,3840,2160,licence,2433,1586,2499,1604
Image151.png,3840,2160,licence,1529,1595,1578,1609
Image152.png,3840,2160,licence,3080,1800,3288,1847
Image153.png,3840,2160,licence,3466,1648,3696,1714
Image153.png,3840,2160,licence,2282,1584,2335,1598
Image153.png,3840,2160,licence,1433,1603,1458,1628
Image154.png,3840,2160,licence,2843,1763,2986,1806
Image154.png,3840,2160,licence,1414,1610,1498,1635
Image154.png,3840,2160,licence,2288,1588,2335,1602
Image155.png,3840,2160,licence,2178,1645,2208,1657
Image156.png,3840,2160,licence,2503,1669,2599,1704
Image156.png,3840,2160,licence,2361,1627,2412,1642
Image158.png,3840,2160,licence,1191,1677,1339,1717
Image158.png,3840,2160,licence,2252,1576,2315,1596
Image158.png,3840,2160,licence,1594,1575,1658,1595
Image159.png,3840,2160,licence,777,1690,973,1739
Image159.png,3840,2160,licence,1529,1623,1592,1643
Image16.png,3840,2160,licence,974,1702,1159,1760
Image16.png,3840,2160,licence,473,1747,539,1769
Image161.png,3840,2160,licence,203,1861,420,1914
Image161.png,3840,2160,licence,2280,1608,2350,1627
Image162.png,3840,2160,licence,717,1745,843,1782
Image162.png,3840,2160,licence,2574,1626,2641,1667
Image163.png,3840,2160,licence,3190,1710,3413,1766
Image163.png,3840,2160,licence,2154,1593,2190,1611
Image165.png,3840,2160,licence,1800,1721,1891,1771
Image166.png,3840,2160,licence,2340,1599,2421,1625
Image166.png,3840,2160,licence,1644,1648,1679,1659
Image166.png,3840,2160,licence,1860,1615,1894,1627
Image167.png,3840,2160,licence,2065,1596,2137,1615
Image167.png,3840,2160,licence,1620,1645,1650,1663
Image167.png,3840,2160,licence,1930,1575,1965,1584
Image169.png,3840,2160,licence,1303,1664,1358,1681
Image169.png,3840,2160,licence,1545,1647,1567,1655
Image171.png,3840,2160,licence,1143,1644,1184,1670
Image173.png,3840,2160,licence,2903,1649,2995,1671
Image175.png,3840,2160,licence,1102,1606,1155,1621
Image175.png,3840,2160,licence,2131,1600,2168,1611
Image176.png,3840,2160,licence,2343,1630,2406,1651
Image176.png,3840,2160,licence,2135,1610,2173,1624
Image176.png,3840,2160,licence,1423,1654,1475,1669
Image177.png,3840,2160,licence,1441,1672,1485,1686
Image18.png,3840,2160,licence,1914,1633,2007,1663
Image18.png,3840,2160,licence,1348,1651,1446,1679
Image18.png,3840,2160,licence,1712,1603,1756,1614
Image181.png,3840,2160,licence,1340,1639,1388,1652
Image183.png,3840,2160,licence,562,1696,636,1723
Image183.png,3840,2160,licence,1371,1638,1411,1655
Image185.png,3840,2160,licence,2475,1640,2520,1660
Image187.png,3840,2160,licence,1234,1631,1272,1647
Image188.png,3840,2160,licence,685,1691,741,1712
Image188.png,3840,2160,licence,572,1688,615,1705
Image19.png,3840,2160,licence,1305,1675,1425,1705
Image19.png,3840,2160,licence,1055,1668,1090,1681
Image191.png,3840,2160,licence,885,1735,968,1762
Image191.png,3840,2160,licence,1431,1681,1489,1697
Image191.png,3840,2160,licence,3539,1630,3601,1645
Image191.png,3840,2160,licence,3154,1586,3211,1600
Image193.png,3840,2160,licence,3648,1541,3770,1569
Image193.png,3840,2160,licence,3343,1552,3431,1578
Image193.png,3840,2160,licence,3008,1549,3079,1570
Image193.png,3840,2160,licence,2853,1594,2905,1609
Image193.png,3840,2160,licence,2735,1597,2780,1610
Image193.png,3840,2160,licence,2597,1557,2629,1568
Image193.png,3840,2160,licence,2500,1564,2530,1576
Image193.png,3840,2160,licence,2455,1568,2479,1576
Image194.png,3840,2160,licence,1420,1721,1507,1761
Image195.png,3840,2160,licence,1738,1598,1759,1608
Image196.png,3840,2160,licence,1966,1652,2040,1675
Image196.png,3840,2160,licence,1762,1589,1784,1602
Image197.png,3840,2160,licence,1974,1710,2082,1741
Image199.png,3840,2160,licence,1959,1673,2039,1696
Image199.png,3840,2160,licence,1373,1638,1411,1649
Image199.png,3840,2160,licence,1696,1606,1741,1619
Image2.png,3840,2160,licence,905,1812,1083,1858
Image2.png,3840,2160,licence,1794,1616,1827,1627
Image20.png,3840,2160,licence,2909,1658,3060,1702
Image20.png,3840,2160,licence,1614,1642,1704,1669
Image20.png,3840,2160,licence,1490,1614,1529,1626
Image200.png,3840,2160,licence,616,1897,784,1985
Image200.png,3840,2160,licence,1477,1707,1561,1734
Image200.png,3840,2160,licence,1978,1652,2045,1674
Image201.png,3840,2160,licence,83,1689,169,1720
Image203.png,3840,2160,licence,3379,1909,3603,1964
Image203.png,3840,2160,licence,1949,1605,1987,1618
Image204.png,3840,2160,licence,2061,1772,2187,1807
Image204.png,3840,2160,licence,3199,1662,3247,1677
Image205.png,3840,2160,licence,1972,1631,2023,1644
Image206.png,3840,2160,licence,49,1880,194,1918
Image206.png,3840,2160,licence,1935,1620,1966,1630
Image209.png,3840,2160,licence,507,1819,794,1899
Image21.png,3840,2160,licence,1597,1585,1653,1602
Image21.png,3840,2160,licence,2757,1615,2785,1631
Image21.png,3840,2160,licence,3229,1606,3269,1619
Image210.png,3840,2160,licence,1586,1632,1668,1652
Image210.png,3840,2160,licence,1999,1595,2041,1609
Image211.png,3840,2160,licence,1954,1645,2037,1671
Image212.png,3840,2160,licence,1917,1649,2005,1675
Image212.png,3840,2160,licence,1546,1682,1611,1704
Image213.png,3840,2160,licence,1386,1617,1468,1640
Image213.png,3840,2160,licence,1857,1589,1894,1599
Image213.png,3840,2160,licence,1618,1625,1651,1636
Image214.png,3840,2160,licence,675,1767,776,1785
Image214.png,3840,2160,licence,1506,1640,1559,1653
Image214.png,3840,2160,licence,2243,1619,2298,1632
Image22.png,3840,2160,licence,1681,1595,1727,1606
Image23.png,3840,2160,licence,1686,1579,1737,1596
Image23.png,3840,2160,licence,743,1703,801,1725
Image23.png,3840,2160,licence,1461,1623,1496,1634
Image23.png,3840,2160,licence,1347,1621,1374,1631
Image24.png,3840,2160,licence,1975,1725,2109,1767
Image27.png,3840,2160,licence,1842,1663,1876,1679
Image27.png,3840,2160,licence,1165,1632,1203,1643
Image27.png,3840,2160,licence,1392,1628,1427,1636
Image29.png,3840,2160,licence,2142,1552,2177,1565
Image29.png,3840,2160,licence,1906,1574,1929,1584
Image3.png,3840,2160,licence,1604,1646,1663,1663
Image30.png,3840,2160,licence,506,1688,558,1706
Image30.png,3840,2160,licence,828,1668,878,1683
Image32.png,3840,2160,licence,3586,1610,3831,1677
Image32.png,3840,2160,licence,1939,1616,2013,1639
Image33.png,3840,2160,licence,2890,1641,3056,1687
Image33.png,3840,2160,licence,1776,1619,1813,1630
Image33.png,3840,2160,licence,1985,1587,2020,1598
Image34.png,3840,2160,licence,2718,1623,2824,1656
Image34.png,3840,2160,licence,2396,1608,2454,1624
Image34.png,3840,2160,licence,1763,1622,1798,1633
Image35.png,3840,2160,licence,727,1700,777,1717
Image38.png,3840,2160,licence,2790,1628,2875,1664
Image38.png,3840,2160,licence,2417,1612,2462,1628
Image38.png,3840,2160,licence,2123,1609,2158,1617
Image38.png,3840,2160,licence,1871,1619,1903,1630
Image38.png,3840,2160,licence,1951,1629,1977,1636
Image39.png,3840,2160,licence,3389,1595,3523,1640
Image39.png,3840,2160,licence,2019,1584,2056,1595
Image39.png,3840,2160,licence,271,1736,321,1751
Image4.png,3840,2160,licence,19,1815,426,1937
Image4.png,3840,2160,licence,1727,1607,1765,1617
Image40.png,3840,2160,licence,1716,1647,1766,1662
Image40.png,3840,2160,licence,1960,1600,2005,1614
Image40.png,3840,2160,licence,598,1714,671,1738
Image41.png,3840,2160,licence,3127,1652,3294,1707
Image41.png,3840,2160,licence,2534,1595,2594,1629
Image41.png,3840,2160,licence,1633,1648,1693,1666
Image41.png,3840,2160,licence,1931,1577,1964,1589
Image42.png,3840,2160,licence,663,1707,741,1732
Image42.png,3840,2160,licence,1810,1613,1853,1625
Image43.png,3840,2160,licence,1992,1608,2018,1624
Image43.png,3840,2160,licence,1793,1637,1819,1646
Image44.png,3840,2160,licence,1955,1597,1985,1615
Image45.png,3840,2160,licence,1957,1604,1991,1626
Image46.png,3840,2160,licence,1908,1639,1971,1677
Image46.png,3840,2160,licence,3000,1620,3060,1633
Image47.png,3840,2160,licence,1970,1582,2002,1603
Image47.png,3840,2160,licence,192,1749,299,1780
Image48.png,3840,2160,licence,1944,1604,1968,1623
Image49.png,3840,2160,licence,1390,1685,1525,1727
Image49.png,3840,2160,licence,1978,1618,2004,1632
Image5.png,3840,2160,licence,1923,1649,1986,1673
Image5.png,3840,2160,licence,1643,1604,1689,1618
Image5.png,3840,2160,licence,431,1699,500,1721
Image50.png,3840,2160,licence,1925,1589,1958,1611
Image50.png,3840,2160,licence,1657,1593,1704,1608
Image51.png,3840,2160,licence,943,1786,1082,1820
Image51.png,3840,2160,licence,1911,1621,1955,1646
Image52.png,3840,2160,licence,1949,1600,1979,1621
Image52.png,3840,2160,licence,714,1700,773,1720
Image53.png,3840,2160,licence,1928,1636,1969,1660
Image53.png,3840,2160,licence,1,1813,78,1845
Image54.png,3840,2160,licence,624,1683,686,1706
Image54.png,3840,2160,licence,1985,1595,2019,1617
Image55.png,3840,2160,licence,1377,1717,1485,1749
Image56.png,3840,2160,licence,729,1863,936,1926
Image56.png,3840,2160,licence,1875,1659,2001,1696
Image56.png,3840,2160,licence,1498,1620,1572,1642
Image56.png,3840,2160,licence,2550,1616,2621,1635
Image57.png,3840,2160,licence,776,1857,972,1918
Image57.png,3840,2160,licence,1467,1637,1540,1658
Image57.png,3840,2160,licence,1888,1625,1963,1646
Image57.png,3840,2160,licence,2296,1598,2360,1616
Image58.png,3840,2160,licence,2575,1697,2693,1729
Image58.png,3840,2160,licence,3255,1605,3286,1618
Image58.png,3840,2160,licence,1666,1625,1747,1649
Image58.png,3840,2160,licence,1444,1586,1491,1601
Image58.png,3840,2160,licence,1012,1612,1072,1628
Image59.png,3840,2160,licence,1074,1661,1126,1678
Image59.png,3840,2160,licence,1276,1708,1370,1733
Image59.png,3840,2160,licence,1853,1603,1910,1622
Image6.png,3840,2160,licence,1604,1630,1670,1645
Image60.png,3840,2160,licence,1520,1654,1592,1676
Image60.png,3840,2160,licence,2266,1570,2331,1586
Image61.png,3840,2160,licence,2605,1559,2661,1576
Image65.png,3840,2160,licence,2469,1648,2530,1680
Image65.png,3840,2160,licence,3088,1601,3189,1630
Image65.png,3840,2160,licence,1914,1591,1964,1608
Image66.png,3840,2160,licence,3049,1813,3254,1876
Image66.png,3840,2160,licence,1941,1684,2098,1726
Image67.png,3840,2160,licence,1899,1597,1960,1616
Image68.png,3840,2160,licence,1887,1681,2060,1737
Image68.png,3840,2160,licence,2503,1667,2603,1694
Image69.png,3840,2160,licence,1946,1625,2019,1648
Image69.png,3840,2160,licence,2257,1623,2308,1639
Image7.png,3840,2160,licence,1705,1612,1760,1627
Image70.png,3840,2160,licence,2111,1599,2150,1610
Image70.png,3840,2160,licence,2270,1605,2300,1615
Image71.png,3840,2160,licence,787,1679,861,1696
Image71.png,3840,2160,licence,1135,1605,1183,1618
Image74.png,3840,2160,licence,909,1706,1057,1749
Image75.png,3840,2160,licence,1575,1633,1633,1651
Image76.png,3840,2160,licence,1444,1600,1490,1615
Image79.png,3840,2160,licence,2329,1630,2383,1648
Image8.png,3840,2160,licence,1486,1661,1572,1688
Image8.png,3840,2160,licence,2390,1552,2418,1563
Image8.png,3840,2160,licence,2447,1560,2473,1570
Image8.png,3840,2160,licence,2353,1552,2373,1562
Image81.png,3840,2160,licence,416,1600,473,1617
Image83.png,3840,2160,licence,2501,1599,2569,1619
Image84.png,3840,2160,licence,430,1703,574,1741
Image84.png,3840,2160,licence,1487,1631,1526,1640
Image85.png,3840,2160,licence,2695,1709,2795,1748
Image85.png,3840,2160,licence,2833,1666,2908,1698
Image85.png,3840,2160,licence,1289,1663,1379,1693
Image85.png,3840,2160,licence,1821,1596,1857,1609
Image87.png,3840,2160,licence,682,1736,796,1773
Image87.png,3840,2160,licence,1183,1668,1246,1687
Image87.png,3840,2160,licence,2433,1649,2512,1673
Image88.png,3840,2160,licence,1071,1604,1161,1625
Image88.png,3840,2160,licence,2163,1594,2203,1606
Image9.png,3840,2160,licence,1945,1609,1992,1626
Image9.png,3840,2160,licence,1680,1599,1726,1612
Image9.png,3840,2160,licence,1608,1605,1633,1613
Image90.png,3840,2160,licence,1103,1768,1181,1805
Image92.png,3840,2160,licence,2411,1633,2497,1660
Image92.png,3840,2160,licence,1412,1655,1467,1673
Image96.png,3840,2160,licence,1250,1743,1359,1774
Image96.png,3840,2160,licence,1678,1617,1725,1631
Image97.png,3840,2160,licence,837,1813,990,1850
Image97.png,3840,2160,licence,2594,1721,2699,1749
Image97.png,3840,2160,licence,1549,1602,1614,1620
Image97.png,3840,2160,licence,2306,1646,2349,1661
Image98.png,3840,2160,licence,953,1687,1098,1721
Image98.png,3840,2160,licence,2293,1652,2336,1674
images (1).jpg,281,180,licence,102,132,151,157
images (10).jpg,259,194,licence,197,131,239,149
images (11).jpg,321,157,licence,197,92,236,111
images (12).jpg,259,194,licence,60,136,106,153
images (13).jpg,275,183,licence,188,128,220,141
images (14).jpg,315,160,licence,56,75,89,88
images (15).jpg,259,194,licence,186,135,207,155
images (16).jpg,259,194,licence,201,113,224,123
images (17).jpg,300,168,licence,184,100,237,121
images (18).jpg,194,259,licence,53,191,120,208
images (19).jpg,259,194,licence,158,133,202,157
images (2).jpg,259,194,licence,85,79,159,99
images (20).jpg,259,194,licence,170,113,212,141
images (21).jpg,259,194,licence,92,134,156,154
images (22).jpg,277,182,licence,47,107,96,126
images (23).jpg,300,168,licence,217,149,259,168
images (24).jpg,275,183,licence,184,99,230,119
images (25).jpg,275,183,licence,48,78,220,140
images (3).jpg,303,166,licence,72,60,100,81
images (4).jpg,300,168,licence,97,111,190,140
images (5).jpg,259,194,licence,184,145,217,178
images (6).jpg,300,168,licence,107,86,134,104
images (7).jpg,194,259,licence,105,169,165,190
images (8).jpg,194,259,licence,100,130,130,158
images (9).jpg,280,180,licence,73,102,106,116
images.jpg,262,192,licence,41,87,224,133
img482314.jpg,470,280,licence,74,181,116,211
IS-300h-2013-out004.jpg,900,600,licence,139,397,229,437
kia-160112-163.jpg,610,407,licence,407,212,477,242
maxresdefault.jpg,1280,720,licence,253,484,459,589
MVIMG_20190611_122027-1-1560269427-e1560269502243.jpg,4032,3024,licence,1172,866,2239,1311
MVIMG_20190611_122126-1-1560269940.jpg,4032,3024,licence,2604,2153,3162,2582
nvFile3404771.jpg,1441,1080,licence,1097,676,1309,819
Opel-Corsa-2018-main.jpg,480,231,licence,19,160,75,186
original.jpg,600,328,licence,298,190,393,220
preview (1).png,500,333,licence,131,193,180,208
q36yi6telvk.jpeg,700,394,licence,108,230,218,283
sddefault.jpg,640,480,licence,478,322,570,383
sportage2014-e1398669030931.jpg,593,334,licence,152,200,252,231
Sy1wsc9ad_0_0_640_360_0_large.jpg,640,360,licence,150,245,226,271
tracker.jpg,700,350,licence,342,274,367,291
why-are-number-plates-yellow-and-white.jpg,1200,742,licence,452,327,711,398
wooow.jpg,600,400,licence,179,332,299,362
woow.jpg,600,400,licence,141,328,260,358
xboxx.jpg,1200,584,licence,661,391,729,409
_crop_to50_750x750.jpg,750,500,licence,549,319,626,375
